Date,Time,Channel Name,Ocean Region,GES ID (octal),Channel Unit ID,Channel Type,SU Type,Burst Frequency Offset (Hz) BFO,Burst Timing Offset (microseconds) BTO
7/03/2014,17:07:24059,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10640
7/03/2014,17:07:24258,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,137,10640
7/03/2014,17:07:24389,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:24559,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:24709,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:24359,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:25029,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:25189,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,10640
7/03/2014,17:07:25352,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:25509,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:25559,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:25829,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:25003,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:25028,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:27749,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:27909,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:28059,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:28228,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:28388,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:28548,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:23709,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:28394,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:29029,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,1713729188,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,10640
7/03/2014,17:07:29349,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:29509,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:29575,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:29329,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:29988,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,135,10640
7/03/2014,17:07:30905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,17:07:31905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,17:07:31905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:31905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:31905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:33907,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),130,15620
7/03/2014,17:07:34427,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),132,15620
7/03/2014,17;07;34_905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,17:07:33749,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,0x71 — User Data (ISU) — RLS,136,10620
7/03/2014,17:07:38910,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:39075,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:39229,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:39389,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:39549,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:39709,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:39359,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:40030,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40189,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40349,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40509,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40573,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40329,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:40989,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:41029,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:42752,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:42909,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:43093,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:43258,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:43405,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:43549,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:43743,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:43359,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,136,10620
7/03/2014,17:07:44029,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,134,10620
7/03/2014,17:07:44_197,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,134,10620
7/03/2014,17:07:44389,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:44517,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:44559,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:44329,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:44989,IOR—T1200—0—3718,IOR,305,12,T—Channel RX,Subsequent Signalling Unit,135,10620
7/03/2014,17:07:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,17:07:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,17:07:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,17:07:48907,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),131,15620
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:41905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:03:50905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:04:00905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:04:08905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:04:19420,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:04:29413,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:11905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:05:21905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:05:32405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:05:42405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:05:51405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:05:59905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x61 — Request for Acknowledge (RQA) User Data,,
7/03/2014,18:25:27.421,IOR—R600—0—36E1,IOR,305,8,R—Channel RX,"23:38)"" Log'on Request (ISU)/Logo” Flight Information",142,17120
7/03/2014,182528352,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x11 — Log—on Confirm,,
7/03/2014,18:25:29572,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x40 — P—/R—Channel Control (ISU),,
7/03/2014,18:25:29572,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:25:30213,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x41 — T—Channel Control (ISU),,
7/03/2014,18:25:30213,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:25:34451,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,273,51700
7/03/2014,18:25:35408,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x15 — Log—on/Log—off Acknowledge,,
7/03/2014,18:27:03905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,Eleven Octet User Data,176,12560
7/03/2014,18:27:04405,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,Four Octet User Data,175,12520
7/03/2014,18:27:04907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,18:27:05407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x71 — User Data (ISU) — RLS,,
7/03/2014,18:27:05407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:27:03404,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),172,12520
7/03/2014,18:28:05904,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),144,12500
7/03/2014,18:28:05407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,18:28:10250,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,148,7540
7/03/2014,182810398,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,7540
7/03/2014,18:28:10559,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,7540
7/03/2014,18:28:10718,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,7540
7/03/2014,18:28:10379,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,7540
7/03/2014,18:28:11054,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,7540
7/03/2014,18:28:11907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,18:28:11907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x71 — User Data (ISU) — RLS,,
7/03/2014,18:28:11907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,18:28:14904,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),143,12480
7/03/2014,183952907,IOR—P10500—0—386B,IOR,301,10,P—Channel TX,0x20 — Access Request/Call Announcement Telephone/Circuit—Mode Data,,
7/03/2014,18:39:51907,IOR—P10500—0—386B,IOR,301,10,P—Channel TX,0x33 — C—Channel Assignment (Regularity),,
7/03/2014,183952907,IOR—P10500—0—386B,IOR,301,10,P—Channel TX,0x20 — Access Request/Call Announcement Telephone/Circuit—Mode Data,,
7/03/2014,18:39:51907,IOR—P10500—0—386B,IOR,301,10,P—Channel TX,0x33 — C—Channel Assignment (Regularity),,
7/03/2014,18:39:55354,IOR—3730—21000,IOR,305,6,C—Channel RX,0x30 — Call Progress — Test,88,
7/03/2014,18:40:55354,IOR—3730—21000,IOR,305,6,C—Channel RX,0x30 — Call Progress — Channel Release,90,
7/03/2014,19:41:00910,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
7/03/2014,19:41:02905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,111,11500
7/03/2014,20:41:02907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
7/03/2014,20:41:04904,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,141,11740
7/03/2014,21:41:24907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
7/03/2014,21:41:25905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,168,12780
7/03/2014,22:41:19907,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
7/03/2014,22:41:21905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,204,14540
7/03/2014,23:13:53407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x20 — Access Request/Call Announcement Telephone/Circuit—Mode Data,,
7/03/2014,23:13:53407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0X33 — C—Channel Assignment (Regularity),,
7/03/2014,23:14:00904,IOR—3737—21000,IOR,305,5,C—Channel RX,0x30 — Call Progress — Test,216,
7/03/2014,23:15:01ng,IOR—3737—21000,IOR,305,6,C—Channel RX,0x30 — CaII Progress — Channel Release,219,
8/03/2014,00:10:53000,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
8/03/2014,00:10:59928,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x15 — Log—on/Log—off Acknowledge,252,18040
8/03/2014,00:19:29.416,IOR—R600—0—36F8,IOR,305,10,R—Channel RX,"23:3)"" Log'O” Request (ISU)/Logo“ Flight Information",182,23000
8/03/2014,00:19:31572,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x11 — Log—on Confirm,,
8/03/2014,00:19:31le,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x40 — P—/R—Channe| Control (ISU),,
8/03/2014,00:19:31le,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
8/03/2014,00:19:32352,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,0x41 — T—Channel Control (ISU),,
8/03/2014,00:19:32352,IOR—P600—0—36FC,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
8/03/2014,00:19:37443,IOR—R1200—0—36F6,IOR,305,10,R—Channel RX,0x15 — Log—on/Log—off Acknowledge —2,49660,
8/03/2014,00:19:33407,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x15 — Log—on/Log—off Acknowledge,,
8/03/2014,01:15:55000,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
8/03/2014,01:15:05000,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
8/03/2014,01:15:15000,IOR—P10500—0—386B,IOR,305,10,P—Channel TX,0x14 — Log Control — Log—on Interrogation,,
